CID,CRPName,Party,DistIDRunFor,FECCandID
N00035503,"Hill, Shak",R,VA10,H8VA10155
N00029070,"Himes, Jim",D,CT04,H8CT04172
N00041298,"Hinchman, Clayton",R,AL05,H8AL05208
N00041778,"Hinson, Yvonne Hayes",D,FL03,H8FL03038
N00028139,"Hirono, Mazie K",D,HIS2,S2HI00106
N00040921,"Hoagenson, Renee",D,MO04,H8MO04071
N00041816,"Hoar, Will",I,ME02,H8ME02193
N00042044,"Hobson, Rich",R,AL02,H8AL02205
N00036902,"Hodge, Charles Junior",I,CAS2,S8CA00341
N00042490,"Hofer, Richard",I,OR01,H8OR01213
N00038692,"Holbrook, Mark",R,ME01,H6ME01207
N00040847,"Holcombe, Jessica",D,CA01,H8CA01190
N00041328,"Holden, David",D,FL19,H8FL19067
N00033399,"Holding, George",R,NC02,H2NC13110
N00041883,"Holguin, Eric",D,TX27,H8TX27056
N00042563,"Holland, Joe",R,NYS1,S8NY00207
N00038429,"Hollingsworth, Trey",R,IN09,H6IN09176
N00041626,"Holtzclaw, Bill",R,AL05,H8AL05216
N00040769,"Homer, Adam",D,UT04,H8UT04012
N00042125,"Hood, Brandon",D,IN09,H8IN09123
N00042356,"Hopkins, Michael Starr",D,NJS1,S8NJ00475
N00041394,"Horn, Kendra",D,OK05,H8OK05109
N00042096,"Hornback, Phil",D,FL15,H8FL15198
N00041677,"Horney, Margot",D,NC06,H8NC06087
N00034658,"Horning, Andy",R,INS1,S2IN00109
N00041143,"Horton, Kyle",D,NC07,H8NC07101
N00036091,"Hosta, John",D,IL14,H4IL14124
N00042520,"Hostetler, Robert Steven",I,TX20,H8TX20143
N00040949,"Houlahan, Chrissy",D,PA06,H8PA06087
N00042354,"Housley, Karin",R,MNS1,S8MN00586
N00040954,"Howe, Alan",D,PA11,H8PA11053
N00038644,"Howland, Amanda",D,IL06,H6IL06166
N00001821,"Hoyer, Steny H",D,MD05,H2MD05155
N00041699,"Hoyos, Renee",D,TN02,H8TN02176
N00041713,"Hubbard, Garry",D,VA02,H8VA02087
N00033630,"Hudson, Richard",R,NC08,H2NC08185
N00027649,"Huelskamp, Tim",R,KS01,H6KS01146
N00038603,"Huerta, Emilio",D,CA21,H6CA21218
N00042384,"Huff, Bob",R,CA39,H8CA39224
N00033030,"Huffman, Jared",D,CA02,H2CA06259
N00041649,"Huffman, Ryan",D,IL06,H8IL06162
N00042582,"Huffman, Scott",D,NC08,H8NC08091
N00040998,"Huffstetler, Roger Dean",D,VA05,H8VA05114
N00039308,"Hughes, Dave",R,MN07,H6MN07304
N00042357,"Hughes, Steven David Mr",R,TNS1,S8TN00345
N00042460,"Hughes, Whit",R,MS03,H8MS03141
N00040766,"Hughlett, Awbrey",D,TX32,H8TX32064
N00030673,"Huizenga, Bill",R,MI02,H0MI02094
N00041707,"Hulings, Jay",D,TX23,H8TX23147
N00041058,"Hulsey, Natashia Burch",D,AR02,H8AR02126
N00031104,"Hultgren, Randy",R,IL14,H0IL14080
N00041792,"Hunt, Joe",R,GA10,H8GA10163
N00042095,"Hunter, Chris",D,FL12,H8FL12088
N00029258,"Hunter, Duncan D",R,CA50,H8CA52052
N00041894,"Hunziker, Robert",D,WA08,H8WA08197
N00031417,"Hurd, Will",R,TX23,H0TX23086
N00040812,"Hurt, Mark",R,INS1,S8IN00122
N00042185,"Idleman, Sara",D,NY21,H8NY21328
N00042276,"Imhoff, Josh",D,TX24,H8TX24129
N00041945,"Ing, Kaniela",D,HI01,H8HI01192
N00040994,"Ingwell, Carl",D,UT03,H8UT03147
N00037398,"Invictus, Augustus Sol",R,FLS1,S6FL00301
N00041468,"Iovino, Pamela M",D,PA18,H8PA18165
N00042259,"Isaac, Jason",R,TX21,H8TX21216
N00041743,"Isner, Tabitha",D,AL02,H8AL02197
N00007017,"Issa, Darrell",R,CA49,H0CA48024
N00005818,"Jackson Lee, Sheila",D,TX18,H4TX18054
N00041177,"Jackson, Brian",R,OK02,H8OK02130
N00038438,"Jacob, Peter",D,NJ07,H6NJ07151
N00042081,"Jacobs, Sara",D,CA49,H8CA49074
N00041565,"Jacobsen, Leann",D,IA04,H8IA04114
N00042363,"Jacobson, Bruce",R,TXS2,S8TX00350
N00040855,"Jaffe, Stephen",D,CA12,H8CA12239
N00041550,"James, John",R,MIS2,S8MI00372
N00040962,"James, Jon",R,SC07,H8SC07014
N00041463,"Jammal, Sam",D,CA39,H8CA39166
N00040863,"Janowicz, Phil",D,CA39,H8CA39133
N00040856,"Janz, Andrew",D,CA22,H8CA22139
N00041094,"Jarvis, Bernard Stefan",D,GA01,H8GA01055
N00041218,"Javed, Faeiza",D,UT03,H8UT03204
N00042285,"Javed, Tahir",D,TX29,H8TX29086
N00040599,"Jaworski, Rick",D,GA01,H8GA01030
N00038858,"Jayapal, Pramila",D,WA07,H6WA07458
N00033640,"Jeffries, Hakeem",D,NY08,H2NY10092
N00035531,"Jenkins, Evan",R,WVS1,S8WV00127
N00041135,"Jennings, Adam",D,MN03,H8MN03150
N00041513,"Jennings, Vince",D,MO07,H8MO07181
N00041130,"Jensen, Vicki",D,MN01,H8MN01253
N00041786,"Jetta, Kurt",R,FL21,H8FL21055
N00042119,"Jhingan, Vandana",R,IL08,H8IL08119
N00042204,"Jodun, Wade Allen",D,PA05,H8PA05212
N00041056,"Joffrion, Peter",D,AL05,H8AL05190
N00042575,"Johns, Jimmy",R,FL06,H8FL06163
N00032088,"Johnson, Bill",R,OH06,H0OH06189
N00040559,"Johnson, Dusty",R,SD01,H8SD01055
N00008122,"Johnson, Eddie Bernice",D,TX30,H2TX00015
N00042412,"Johnson, Francys",D,GA12,H8GA12078
N00027848,"Johnson, Hank",D,GA04,H6GA04129
N00042493,"Johnson, Kevin",D,PA01,H8PA01260
N00042274,"Johnson, Margarita Ruiz",D,TX22,H8TX22271
N00039106,"Johnson, Mike",R,LA04,H6LA04138
N00042519,"Johnson, Richard",D,TX18,H8TX18188
N00041193,"Johnson, Sam",D,TX03,H8TX03107
N00041682,"Jois, Goutam",D,NJ07,H8NJ07215
N00041942,"Joli, Mayra",I,FL27,H8FL27144
N00038665,"Jones, Art",R,IL03,H6IL03148
N00039944,"Jones, Dennis",R,OHS1,S8OH00078
N00024817,"Jones, Doug",D,ALS1,S0AL00156
N00041499,"Jones, Erik",D,IL13,H8IL13168
N00041603,"Jones, Gina Ortiz",D,TX23,H8TX23121
N00041402,"Jones, Jimmy Darnell",D,TX02,H8TX02091
N00041957,"Jones, Kevin",R,KS02,H8KS02181
N00035791,"Jones, Lateresa",R,FLS1,S6FL00277
N00041712,"Jones, Mary",R,VA02,H8VA02079
N00039068,"Jones, Rafael Arden Sr",R,NYS1,S6NY00409
N00042179,"Jones, Stephanie",R,NV03,H8NV03234
N00042190,"Jones, Theodore Robert",D,OH08,H8OH08071
N00002299,"Jones, Walter B Jr",R,NC03,H2NC01081
N00027894,"Jordan, Jim",R,OH04,H6OH04082
N00042061,"Jordan, Lawrence",D,CA01,H8CA01232
N00040223,"Jorgensen, Brandon William",D,NC09,H8NC09107
N00041952,"Joshi, Yatish",D,IN02,H8IN02185
N00035007,"Joyce, David P",R,OH14,H2OH14064
N00041562,"Junquera, Ricky",D,FL26,H8FL26047
N00042163,"Kabir, Mohammad",D,NJ01,H8NJ01226
N00038743,"Kaiman, Jon",D,NY03,H6NY03254
N00033177,"Kaine, Tim",D,VAS1,S2VA00142
N00006887,"Kalemkarian, Timothy Charles",R,CAS2,S6CA00477
N00042485,"Kane, Tim",R,OH12,H8OH12263
N00041189,"Kanew, Justin",D,TN07,H8TN07068
N00041790,"Kaple, Bobby",D,GA06,H8GA06369
N00003522,"Kaptur, Marcy",D,OH09,H2OH09031
N00042001,"Karpacs, George",R,PA18,H8PA18223
N00035934,"Katko, John",R,NY24,H4NY24073
N00033516,"Kaufman, Joe",R,FL23,H2FL20043
N00039559,"Keady, Jim",D,NJ04,H8NJ04162
N00031933,"Keating, Bill",D,MA09,H0MA10082
N00040677,"Keatley, Richard",D,GA06,H8GA06211
N00041153,"Keeling, Mike",D,NJ04,H8NJ04170
N00041078,"Keirstead, Hans",D,CA48,H8CA48076
N00036907,"Keith, Pam",D,FL18,H8FL18010
N00041341,"Kelly, Brendan",D,IL12,H8IL12129
N00041780,"Kelly, Jeremy J",R,FL06,H8FL06114
N00031647,"Kelly, Mike",R,PA03,H0PA03271
N00035215,"Kelly, Robin",D,IL02,H2IL02172
N00037003,"Kelly, Trent",R,MS01,H6MS01131
N00041949,"Kennedy, Abigail",D,IL07,H8IL07111
N00041773,"Kennedy, Chris",D,CO03,H8CO03200
N00034044,"Kennedy, Joe III",D,MA04,H2MA04073
N00041704,"Kennedy, Rick",D,TX17,H8TX17149
N00041265,"Kennedy, Robert Jr",D,AL01,H8AL01066
N00041766,"Kensinger, Kevin Thomas",I,CA48,H8CA48118
N00041803,"Kerelis, Arturas",D,IN06,H8IN06111
N00040833,"Kerner, Debra",D,TX07,H8TX07108
N00040818,"Kerns, Dale",L,PAS2,S8PA00254
N00041084,"Kerr, Andy",D,CO07,H8CO07060
N00041313,"Kerr, Paul",D,CA49,H8CA49066
N00041960,"Kerrigan, Stephen",D,MA03,H8MA03155
N00041825,"Kesto, Klint",R,MI11,H8MI11270
N00026427,"Khanna, Ro",D,CA17,H4CA12055
N00041932,"Khojasteh, Ryan",D,CA12,H8CA12254
N00041401,"Khorasani, Ali",D,TX02,H8TX02083
N00040767,"Kidd, Damian",R,UT03,H8UT03121
N00042456,"Kiehne, John",D,MO03,H8MO03180
N00041833,"Kier, Grant",D,MT01,H8MT00119
N00033530,"Kihuen, Ruben",D,NV04,H2NV00050
N00033395,"Kildee, Dan",D,MI05,H2MI05119
N00034453,"Kilmer, Derek",D,WA06,H2WA06129
N00041370,"Kim, Andy",D,NJ03,H8NJ03206
N00041769,"Kim, Bryan",I,CA53,H8CA53068
N00041098,"Kim, David",D,GA07,H8GA07151
N00035724,"Kim, Donna Mercado",D,HI01,H4HI01167
N00041687,"Kim, Ronald",D,NY21,H8NY21294
N00042386,"Kim, Young",R,CA39,H8CA39240
N00042097,"Kimaz, Nicolas",R,FL22,H8FL22061
N00042567,"Kimbrough, Edward",D,TXS2,S8TX00376
N00004403,"Kind, Ron",D,WI03,H6WI03099
N00041955,"Kindig, Susan",D,IN05,H8IN05162
N00041651,"King, Adam",D,IL12,H8IL12137
N00034580,"King, Angus",I,MES1,S2ME00109
N00041398,"King, Jess",D,PA16,H8PA16078
N00001193,"King, Pete",R,NY02,H2NY03089
N00025237,"King, Steven A",R,IA04,H2IA05072
N00041548,"Kingston, John",R,MAS1,S8MA00318
N00030667,"Kinzinger, Adam",R,IL16,H0IL11052
N00040416,"Kipuke, Joel",R,CA06,H6CA06243
N00029260,"Kirkpatrick, Ann",D,AZ02,H8AZ02151
N00040649,"Kirkwood, Keith Lucas",D,CA34,H8CA34209
N00042032,"Kirtdoll, Eulas",I,ALS1,S8AL00498
N00042064,"Kishineff, Jason",3,CA05,H8CA05183
N00041656,"Kleine, Mark",R,IL17,H8IL17052
N00040840,"Kline, Danner",D,AL06,H8AL06099
N00027500,"Klobuchar, Amy",D,MNS2,S6MN00267
N00035820,"Knight, Steve",R,CA25,H4CA25123
N00041106,"Knupp , Paul",D,IA03,H8IA03140
N00042468,"Koble, Clint",D,NV02,H8NV02095
N00025996,"Kocher, Victor",L,SC05,H8SC05208
N00041663,"Koh, Dan",D,MA03,H8MA03072
N00041247,"Kohl, Dan",D,WI06,H8WI06098
N00041081,"Kohne, Chase",D,CO04,H8CO04083
N00041166,"Kopser, Joseph",D,TX21,H8TX21190
N00042409,"Korka, Stephen",D,FL23,H8FL23069
N00041242,"Kostenko, Brian",D,WA08,H8WA08148
N00041483,"Kotick, Michael",D,CA48,H8CA48100
N00040842,"Kovacs, Billy",D,AZ02,H8AZ02110
N00042455,"Kovacs, Joe",R,MN05,H8MN05205
N00042008,"Krantz, Catherine",D,TX04,H8TX04162
N00042266,"Krause, Ryan",R,TX21,H8TX21281
N00040760,"Krebs, Shantel",R,SD01,H8SD01063
N00040689,"Kremer, Amy",R,GA06,H8GA06336
N00041577,"Kresge, Brian",L,ME02,H8ME02169
N00033240,"Krishnamoorthi, Raja",D,IL08,H6IL08147
N00041225,"Kuder, Keith",R,UT03,H8UT03279
N00042142,"Kulkarni, Sri Preston",D,TX22,H8MA22015
N00042592,"Kulkarni, Sri Preston",D,TX22,H8TX22289
N00041183,"Kulma, David",3,SC05,H8SC05232
N00041869,"Kuniegel, Robert",R,PA17,H8PA17068
N00030875,"Kuster, Ann Mclane",D,NH02,H0NH02181
N00025445,"Kustoff, David",R,TN08,H2TN07103
N00042139,"L'Italien, Barbara",D,MA03,H8MA03197
N00031377,"Labrador, Raul",R,ID01,H0ID01253
N00037031,"LaHood, Darin",R,IL18,H6IL18088
N00033987,"LaMalfa, Doug",R,CA01,H2CA02142
N00041870,"Lamb, Conor",D,PA18,H8PA18181
N00041571,"Lamb, Jonathan",R,IN06,H8IN06079
N00042572,"Lambert, Russell",R,CA46,H8CA46120
N00028133,"Lamborn, Douglas L",R,CO05,H6CO05159
N00000898,"Lance, Leonard",R,NJ07,H6NJ12136
N00041030,"Lancona, Caren",R,CAS2,S8CA00333
N00042584,"Lange, Werner",D,OH06,H8OH06117
N00009724,"Langevin, Jim",D,RI02,H0RI02139
N00041157,"Lara, Damian",D,NM01,H8NM01364
N00041772,"Larsen, Kristopher",D,CO02,H8CO02228
N00009759,"Larsen, Rick",D,WA02,H0WA02080
N00000575,"Larson, John B",D,CT01,H8CT01046
N00040621,"Lasater, Brent",R,MO05,H8MO05110
N00038427,"Lasonde, Joan McCarthy",R,IL09,H6IL09145
N00027828,"Latas, Jeff",D,AZ02,H6AZ08020
N00041171,"Latessa, Phil",D,NY24,H8NY24074
N00012233,"Latta, Robert E",R,OH05,H8OH05036
N00042430,"Lave, Jasen",D,IN06,H8IN04223
N00036940,"Law, Phil",R,NC03,H8NC03068
N00041287,"Lawrence, Bobby",R,PAS2,S8PA00288
N00034068,"Lawrence, Brenda",D,MI14,H2MI14111
N00042203,"Lawrence, Michele",D,PA01,H8PA01245
N00030642,"Lawson, Al",D,FL05,H0FL02086
N00011016,"Leach, Daylin",D,PA07,H8PA07150
N00041089,"Learned, Andrew",D,FL15,H8FL15180
N00041226,"Leavitt, Mike",R,UT03,H8UT03287
N00040979,"Leclaire, Nicole",D,TX16,H8TX16075
N00042254,"Leddy, Jacob",L,TX12,H8TX12090
N00008046,"Lee, Barbara",D,CA13,H8CA09060
N00037247,"Lee, Susie",D,NV03,H8NV03200
N00041406,"Leeder, Virginia Louise",D,TX11,H8TX11100
N00040336,"Leef, Jeff",R,IL07,H6IL07305
N00042387,"Leggett, Suzi Park",D,CA39,H8CA39257
N00041749,"Leibsohn, Seth",R,AZ09,H8AZ09032
N00041181,"Leiner, Bill",D,PA15,H8PA15161
N00041120,"Leineweber, Jason",D,IN09,H8IN09073
N00042483,"Leneghan, Melanie",R,OH12,H8OH12248
N00042093,"Leon, Benjamin Robert",R,FL10,H8FL10058
N00006303,"Leroy, Dave",R,ID01,H4ID01065
N00042056,"Lesko, Debbie",R,AZ08,H8AZ08158
N00041211,"Lester, Kent",D,TX31,H8TX31041
N00042482,"Lett, Crystal",D,OH12,H8OH12230
N00041535,"Levario, Miguel",D,TX19,H8TX19111
N00040691,"Levell, Bruce",R,GA06,H8GA06351
N00041840,"Levenson, Stewart",R,NH02,H8NH02267
N00042149,"Levin, Andy",D,MI09,H8MI09118
N00040667,"Levin, Mike",D,CA49,H8CA49058
N00003950,"Levin, Sander",D,MI09,H2MI17023
N00042102,"Levine, Sam",D,GA06,H8GA06385
N00041863,"Lewis, Andrew",R,PA11,H8PA11087
N00038400,"Lewis, Jason",R,MN02,H6MN02149
N00002577,"Lewis, John",D,GA05,H6GA05217
N00035059,"Lewis, Marcus",D,IL02,H8IL02104
N00037445,"Liebnitzky, Wayne",R,FL09,H6FL09195
N00041898,"Liegeois, Beau",D,WI08,H8WI08045
N00042051,"Lien, David",R,AZ08,H8AZ08109
N00035825,"Lieu, Ted",D,CA33,H4CA33119
N00041734,"Lindstrom, Beth",R,MAS1,S8MA00326
N00031346,"Lingerfelt, Charles",R,TX05,H0TX30032
N00042208,"Linsenmayer, Raymond",D,PA12,H8PA12101
N00027239,"Lipinski, Daniel",D,IL03,H4IL03077
N00042151,"Lipton, Ellen",D,MI09,H8MI09134
N00042138,"Littlefield, Patrick",D,MA03,H8MA03189
N00040968,"Litton, Todd",D,TX02,H8TX02067
N00042066,"Livengood, Marla",R,CA09,H8CA09144
N00034773,"Llop, William",R,GA06,H2GA11198
N00041813,"Lloyd, Lisa",R,MD06,H8MD06184
N00039430,"Lloyd, Sarah",D,WI06,H6WI06100
N00000851,"LoBiondo, Frank",R,NJ02,H2NJ02037
N00027741,"Loebsack, David",D,IA02,H6IA02146
N00007479,"Lofgren, Zoe",D,CA19,H4CA16049
N00040709,"Lombard, Laura",D,KS04,H8KS04088
N00039804,"Lombardi-Olive, Camille",R,MOS2,S8MO00194
N00041342,"Londrigan, Betsy Dirksen",D,IL13,H8IL13150
N00041679,"Lonegan, Steven",R,NJ05,H8NJ05110
N00030676,"Long, Billy",R,MO07,H0MO07113
N00042301,"Long, Carolyn",D,WA03,H8WA03198
N00041509,"Longjohn, Matt",D,MI06,H8MI06155
N00041582,"Loor, Steve",R,NC04,H8NC04090
N00042117,"Lopez, Raymond",D,IL04,H8IL04167
N00042416,"Lorch, Mark",R,IL04,H8IL04175
N00035347,"Loudermilk, Barry",R,GA11,H4GA11061
N00042054,"Lovas, Phil",R,AZ08,H8AZ08133
N00041684,"Love, John",D,NV03,H8NV03192
N00033842,"Love, Mia",R,UT04,H2UT04023
N00041325,"Love, Pam",R,FL05,H8FL05124
N00011114,"Love, Steve",D,TX32,H2TX26051
N00033274,"Lowenthal, Alan",D,CA47,H2CA00104
N00001024,"Lowey, Nita M",D,NY17,H8NY20056
N00042305,"Lucas, Conrad",R,WV03,H8WV03105
N00005559,"Lucas, Frank D",R,OK03,H4OK06056
N00030026,"Luetkemeyer, Blaine",R,MO03,H8MO09153
N00029562,"Lujan, Ben R",D,NM03,H8NM03196
N00042293,"Luria, Elaine",D,VA02,H8VA02111
N00042227,"Lurie, Justin",R,TX02,H8TX02190
N00040305,"Lutz, Mary Ann",D,CA32,H8CA32062
N00040810,"Lyles, Tamika",D,FLS1,S8FL00240
N00041981,"Lynch, Holly",D,NY10,H8NY10081
N00035946,"Lynch, Matt",R,OH14,H4OH14110
N00013855,"Lynch, Stephen F",D,MA08,H2MA09072
N00042068,"Lytton, Dennis",D,CA11,H8CA11090
N00040615,"Mac, Steven",D,CA34,H8CA34167
N00036155,"MacArthur, Thomas",R,NJ03,H4NJ03130
N00041329,"Machat, Steven",D,FL26,H8FL26021
N00042060,"Mack, Richard",R,AZ08,H8AZ08190
N00042162,"MacKenzie, Mark",D,NH01,H8NH01228
N00041866,"Mackenzie, Ryan",R,PA15,H8PA15195
N00039097,"MacKenzie, Stephen",R,IN06,H8IN06103
N00040742,"Mackey, Andrew",D,OH04,H8OH04062
N00041118,"Mackey, Joe",D,IN04,H8IN04132
N00041570,"Mackey, Joseph William Mr",D,IN04,H8IN04140
N00041045,"Mackler, James",D,TNS1,S8TN00311
N00041167,"Madden, Patrick",D,NY22,H8NY22144
N00040965,"Maddux, Jack",R,TN04,H8TN04081
N00041630,"Madueno, Virginia",D,CA10,H8CA10175
N00040672,"Magnuson, Cameron",D,FL15,H8FL15156
N00039065,"Mahendra, Bobby",D,NVS1,S6NV00234
N00041300,"Mahony, Josh",D,AR03,H8AR03074
N00041648,"Malek, Luke",R,ID01,H8ID01140
N00041747,"Malik, Anita",D,AZ06,H8AZ06103
N00042223,"Malik, Silky",D,TX02,H8TX02158
N00041843,"Malinowski, Tom",D,NJ07,H8NJ07223
N00041890,"Mallard, Karen",D,VA02,H8VA02103
N00038614,"Malloy, Patrick",D,CA50,H6CA50258
N00042141,"Malone, Bopha",D,MA03,H8MA03213
N00000078,"Maloney, Carolyn B",D,NY12,H2NY14037
N00034277,"Maloney, Sean Patrick",D,NY18,H2NY22139
N00032838,"Manchin, Joe",D,WVS1,S0WV00090
N00033174,"Mandel, Josh",R,OHS1,S2OH00170
N00040930,"Mandelblatt, Lisa",D,NJ07,H8NJ07199
N00042487,"Manley, Pat",R,OH12,H8OH12289
N00040987,"Mann, Christine",D,TX31,H8TX31033
N00042561,"Manning, Chelsea",D,MDS1,S8MD00260
N00042159,"Manning, Kathy",D,NC13,H8NC13067
N00041576,"Manno, Roger",D,MD06,H8MD06150
N00040180,"Mantanona, Nicholas",I,TN09,H6TN09431
N00041200,"Mantey, Dale S",D,TX17,H8TX17131
N00035790,"Mapp, Chris",R,TX27,H8TX27080
N00041345,"March, Anthony",D,IL15,H8IL15064
N00026710,"Marchant, Kenny",R,TX24,H4TX24094
N00042377,"Margalis, Tony",D,AZ05,H8AZ05170
N00041664,"Marino, Louis",R,MA03,H8MA03080
N00031777,"Marino, Tom",R,PA10,H0PA10078
N00040861,"Markos, Juan",R,CA28,H8CA28177
N00041273,"Marks, Doug",L,AZS2,S8AZ00130
N00040622,"Marshall, Jennifer",D,NC05,H8NC05055
N00037034,"Marshall, Roger",R,KS01,H6KS01179
N00040834,"Marshall, Ron",D,TX32,H8TX32072
N00041114,"Marshall, Zane",R,IL16,H8IL16112
N00038562,"Marter, James",R,IL16,H8IL16153
N00040963,"Martian, Chris",D,SD01,H8SD01071
N00035510,"Martin, Andy",R,NH01,H6NH02196
N00042107,"Martin, Ernie",D,HI01,H8HI01218
N00041830,"Martin, Henry",D,MO06,H8MO06092
N00042441,"Martin, Jenica",L,MD01,H8MD01235
N00041753,"Martin, Richard",D,CA04,H8CA04228
N00041372,"Martinez, Damon",D,NM01,H8NM01380
N00041453,"Martinez, Tony",D,NM02,H8NM02149
N00041241,"Marts, Tola",D,WA08,H8WA08130
N00041384,"Martz, Emily",D,NY21,H8NY21260
N00030133,"Marvin, Larry",D,NES1,S8NE00141
N00042392,"Maryott, Brian",R,CA49,H8CA49108
N00042413,"Marzett, Gregory",I,GA12,H8GA12086
N00041876,"Mason, Robert",3,TX03,H8TX03131
N00034041,"Massie, Thomas",R,KY04,H2KY04121
N00037269,"Mast, Brian",R,FL18,H6FL18097
N00042071,"Masterman-Smith, Mike",D,CA25,H8CA25124
N00042494,"Masters, Paul",R,PA06,H8PA06095
N00042438,"Mastrianni, David",D,NY21,H8NY21336
N00041212,"Maternowski, Todd",D,TX32,H8TX32114
N00041531,"Matheny, Judd",R,TN06,H8TN06086
N00041810,"Matias, Juana",D,MA03,H8MA03122
N00041062,"Matiella, Mary Sally",D,AZ02,H8AZ02144
N00041595,"Matlock, Jimmy",R,TN02,H8TN02127
N00027459,"Matsui, Doris O",D,CA06,H6CA05195
N00041632,"Matta, Tatiana",D,CA23,H8CA23103
N00041794,"Mauro, Eddie J.",D,IA03,H8IA03181
N00042477,"Maxwell, Jim",R,NY25,H8NY25097
N00041437,"Maxwell, Mary",R,ALS1,S8AL00456
N00042045,"May, Justin Tyler",D,AL02,H8AL88014
N00041141,"May, Wendy Ella",D,NC02,H8NC02078
N00041807,"Mazen, Nadeem",D,MA03,H8MA03098
N00041353,"Mazen, Nadeem",D,MA07,H8MA07024
N00041110,"Mazeski, Kelly",D,IL06,H8IL06121
N00042013,"McAdams, Ben",D,UT04,H8UT04053
N00042294,"McAdams, Ryan",R,VA04,H8VA04026
N00041047,"McAllen, Roman",D,TXS2,S8TX00293
N00040661,"Mcardle, Angela",L,CA34,H8CA34324
N00040617,"McArthur, Gabriel",D,CO06,H8CO06211
N00041916,"Mcbride, Arlester (Mac)",I,ALS1,S8AL00472
N00042101,"McCaigue, David",L,GA05,H8GA05114
N00041101,"Mccall, Josh",D,GA09,H8GA09058
N00035273,"McCall, Matt",R,TX21,H4TX21041
N00025044,"McCann, John",R,NJ05,H8NJ05136
N00039822,"Mccarthy, John",R,OK02,H6OK02258
N00040732,"Mccarthy, Kelly",D,MT01,H8MT01174
N00028152,"McCarthy, Kevin",R,CA23,H6CA22125
N00027694,"McCaskill, Claire",D,MOS2,S6MO00305
N00026460,"McCaul, Michael",R,TX10,H4TX10093
N00006863,"McClintock, Tom",R,CA04,H8CA04152
N00041148,"McClure, Jessica",D,NE01,H8NE01081
N00012942,"McCollum, Betty",D,MN04,H0MN04049
N00041121,"Mcconnell, Joseph",D,KS03,H8KS03080
N00041082,"McCormick, Karen",D,CO04,H8CO04091
N00041145,"McCready, Dan",D,NC09,H8NC09123
N00040953,"McDade, Mark",D,PA10,H8PA10162
N00038854,"McDevitt, David",D,WA03,H6WA03184
N00041412,"McDonald, Darlene",D,UT04,H8UT04046
N00034566,"McDonald, Ronnie",D,TX27,H2TX27216
N00038290,"McDowell, Jan",D,TX24,H6TX24149
N00039327,"McEachin, Donald",D,VA04,H6VA04061
N00040983,"McFadden, Elliott",D,TX21,H8TX21166
N00040844,"McFadden, Garrick",D,AZ06,H8AZ06087
N00041268,"Mcgee, Brian",D,ALS1,S8AL00399
N00040748,"Mcginty, John",D,PA07,H8PA07093
N00000179,"McGovern, James P",D,MA02,H4MA03022
N00041505,"McGrath, Amy",D,KY06,H8KY06164
N00040845,"McHale, Judith",D,AZ08,H8AZ08067
N00026627,"McHenry, Patrick",R,NC10,H4NC10047
N00040692,"McInnis, Jimmy",D,GA08,H8GA08068
N00042292,"Mckay, Ryan Darrell",I,TX35,H8TX35034
N00033834,"McKellar, Shirley",D,TX01,H2TX01062
N00041857,"McKenna, John W",D,OK04,H8OK04060
N00041467,"McKeon, David Owen",R,NV03,H8NV03150
N00031681,"McKinley, David",R,WV01,H0WV01072
N00041697,"McKinley, Todd",R,TN01,H8TN01087
N00040715,"Mckinney, Dennis",D,KS04,H8KS04146
N00041421,"Mcleod-Skinner, Jamie",D,OR02,H8WA02166
N00041993,"Mcleod-Skinner, Jamie",D,OR02,H8OR02161
N00042206,"Mclinko, Doug",R,PA10,H8PA10188
N00041340,"McMahan, Pat",D,IL12,H8IL12111
N00040925,"McMiller, Beniah",D,NC13,H8NC13059
N00042478,"McMurray, Nate",D,NY27,H8NY27176
N00042461,"McNeill, Frank",D,NC08,H8NC08083
N00026926,"McNerney, Jerry",D,CA09,H4CA11081
N00041789,"McPherson, Bruce",R,GA02,H8GA02061
N00041744,"McQueen, Lee",I,AR04,H8AR04122
N00033982,"McSally, Martha",R,AZS2,S8AZ00221
N00041933,"Mcvarish, Scott",D,CA25,H8CA25116
N00041277,"Mead, Richard Thomas",I,CAS2,S8CA00374
N00041365,"Meader, Cortland",R,NC05,H8NC05071
N00033631,"Meadows, Mark R",R,NC11,H2NC11080
N00031134,"Meehan, Patrick",R,PA07,H0PA07082
N00001171,"Meeks, Gregory W",D,NY05,H8NY06048
N00040990,"Meier, Edward",D,TX32,H8TX32106
N00039754,"Mejia, Kenneth",3,CA34,H6CA34237
N00040806,"Melendez, John",D,CAS2,S8CA00309
N00042069,"Melillo, Michael",I,CA18,H8CA18079
N00040936,"Melson, Boyd",D,NY11,H8NY11063
N00040765,"Melton, Rixi",D,TX21,H8TX21141
N00040648,"Mendoza, Sandra",D,CA34,H8CA34191
N00000699,"Menendez, Robert",D,NJS1,S6NJ00289
N00034547,"Meng, Grace",D,NY06,H2NY06116
N00041751,"Menor, Scott",I,AZ09,H8AZ09057
N00040036,"Mercer, Jay",R,NH02,H6NH02220
N00042415,"Merkle, David",R,IL02,H8IL02120
N00042382,"Merryman, Bill",L,CA22,H8CA22188
N00041389,"Messenger, Anne",D,NY24,H8NY24082
N00012546,"Messer, Luke",R,INS1,S8IN00163
N00042155,"Messmer, John",D,MO02,H8MO02232
